gene_sym,binding_sites
FSCN1,26
FSCN3,6
FSD1,2
FSD1L,108
FSD2,29
FSHB,16
FSHR,12
FSIP1,16
FST,30
FSTL1,35
FSTL3,11
FSTL4,18
FSTL5,61
FTCD,1
FTH1,5
FTHL17,12
FTHL18P,2
FTL,2
FTMT,6
FTO,26
FTSJ1,11
FTSJ3,3
FUBP1,33
FUBP3,32
FUCA1,10
FUCA2,11
FUNDC1,13
FUNDC2,18
FURIN,38
FUS,22
FUT1,18
FUT10,14
FUT11,14
FUT2,6
FUT3,5
FUT4,16
FUT5,2
FUT6,6
FUT8,39
FUT9,194
FUZ,1
FXN,28
FXR1,78
FXR2,27
FXYD3,12
FXYD4,1
FXYD5,1
FXYD6,20
FYB1,22
FYB2,30
FYCO1,53
FYN,35
FYTTD1,42
FZD1,27
FZD10,20
FZD2,25
FZD3,170
FZD4,78
FZD5,40
FZD6,61
FZD7,37
FZD8,20
FZD9,2
FZR1,3
G0S2,21
G2E3,51
G3BP1,52
G3BP2,110
G6PC1,21
G6PC2,28
G6PC3,15
G6PD,10
GAA,2
GAB1,84
GAB2,42
GAB3,12
GAB4,3
GABARAP,9
GABARAPL1,29
GABARAPL2,22
GABBR1,17
GABBR2,81
GABPA,86
GABPB1,66
GABPB2,19
GABRA1,81
GABRA2,17
GABRA3,15
GABRA4,116
GABRA5,29
GABRA6,17
GABRB1,22
GABRB2,119
GABRB3,47
GABRE,5
GABRG1,60
GABRG2,51
GABRG3,16
GABRP,24
GABRR1,16
GABRR2,13
GAD1,24
GAD2,19
GADD45A,38
GADD45B,2
GADD45G,2
GADL1,20
GAGE1,19
GAGE12D,6
GAL3ST1,4
GAL3ST3,17
GAL3ST4,9
GALC,20
GALE,6
GALK1,3
GALK2,30
GALM,4
GALNS,9
GALNT1,69
GALNT10,22
GALNT11,13
GALNT12,9
GALNT13,55
GALNT14,7
GALNT15,42
GALNT16,19
GALNT17,4
GALNT18,11
GALNT2,46
GALNT3,44
GALNT4,22
GALNT6,14
GALNT7,60
GALNT8,1
GALNT9,3
GALNTL5,1
GALNTL6,15
GALP,11
GALR1,17
GALR2,2
GALT,5
GAMT,2
GAN,56
GANAB,17
GANC,38
GAP43,25
GAPDH,3
GAPDHS,2
GAPT,22
GAPVD1,40
GAR1,2
GAREM1,60
GAREM2,8
GARIN1A,9
GARIN1B,7
GARIN2,11
GARIN3,2
GARIN5A,1
GARIN6,14
GARNL3,7
GARRE1,48
GARS1,13
GART,6
GAS1,30
GAS2,13
GAS2L1,3
GAS2L2,2
GAS2L3,26
GAS6,5
GAS7,64
GAS8,5
GASK1A,24
GASK1B,36
GATA1,1
GATA2,32
GATA3,42
GATA4,15
GATA5,7
GATA6,55
GATAD1,26
GATAD2A,34
GATAD2B,57
GATB,6
GATC,17
GATD1,5
GATD3,8
GATM,61
GBA2,2
GBE1,13
GBF1,8
GBGT1,1
GBP1,15
GBP2,13
GBP3,13
GBP4,16
GBP5,20
GBP6,7
GBP7,9
GBX2,19
GC,3
GCA,19
GCC1,22
GCC2,66
GCDH,8
GCFC2,33
GCG,9
GCH1,29
GCK,6
GCKR,1
GCLC,36
GCLM,36
GCM1,12
GCM2,4
GCN1,12
GCNA,9
GCNT1,48
GCNT2,34
GCNT3,5
GCNT4,20
GCOM1,37
GCSAM,20
GCSAML,27
GCSH,12
GDA,29
GDAP1,21
GDAP1L1,17
GDAP2,66
GDE1,11
GDF10,11
GDF11,18
GDF15,2
GDF2,3
GDF5,9
GDF6,39
GDF9,11
GDI1,18
GDI2,21
GDNF,54
GDPD1,28
GDPD2,3
GDPD4,6
GDPD5,6
GEM,39
GEMIN2,21
GEMIN4,4
GEMIN5,20
GEMIN7,4
GEMIN8,26
GEN1,21
GET1,11
GET1-SH3BGR,15
GET3,8
GET4,7
GFAP,41
GFER,5
GFI1,22
GFI1B,1
GFM1,16
GFM2,28
GFOD1,14
GFOD2,23
GFPT1,49
GFPT2,32
GFRA1,48
GFRA2,16
GFRA3,2
GFRA4,6
GFRAL,12
GFUS,1
GGA1,7
GGA2,21
GGA3,30
GGACT,14
GGCT,7
GGCX,32
GGH,6
GGNBP2,28
GGPS1,12
GGT5,2
GGT6,3
GGT7,13
GGTLC2,1
GH1,2
GH2,2
GHDC,3
GHITM,21
GHR,36
GHRH,2
GHRL,1
GHSR,11
GID4,52
GID8,25
GIGYF1,34
GIGYF2,63
GIMAP1,14
GIMAP1-GIMAP5,1
GIMAP2,10
GIMAP4,9
GIMAP5,1
GIMAP6,6
GIMAP7,4
GIMAP8,3
GIN1,18
GINS1,24
GINS2,10
GINS3,10
GINS4,8
GIPC1,3
GIPC2,39
GIPC3,57
GIPR,2
GIT1,28
GIT2,55
GJA1,68
GJA3,24
GJA4,2
GJA5,14
GJA9,6
GJB1,15
GJB2,20
GJB3,5
GJB4,10
GJB5,1
GJB6,7
GJB7,15
GJC1,46
GJC3,3
GJD3,1
GK,19
GK2,3
GK5,60
GKAP1,24
GKN1,2
GKN2,8
GLB1,5
GLB1L,5
GLB1L2,2
GLB1L3,5
GLCCI1,78
GLCE,86
GLDC,11
GLDN,19
GLE1,13
GLG1,39
GLI1,3
GLI2,24
GLI3,36
GLIPR1,41
GLIPR1L1,5
GLIPR1L2,28
GLIPR2,9
GLIS1,8
GLIS2,20
GLIS3,71
GLMN,7
GLO1,22
GLOD4,5
GLOD5,7
GLP1R,15
GLP2R,8
GLRA1,8
GLRA2,29
GLRA3,15
GLRA4,6
GLRB,44
GLRX,16
GLRX2,4
GLRX3,11
GLRX5,6
GLS,76
GLS2,16
GLT1D1,7
GLT6D1,18
GLT8D1,12
GLT8D2,8
GLTP,18
GLUD1,32
GLUD2,6
GLUL,29
GLYAT,19
GLYATL1,3
GLYATL2,11
GLYATL3,10
GLYCTK,7
GLYR1,22
GM2A,14
GMCL1,39
GMDS,9
GMEB1,22
GMEB2,12
GMFB,74
GMFG,1
GMIP,4
GML,3
GMNC,36
GMNN,2
GMPPA,1
GMPPB,10
GMPR,5
GMPR2,3
GNA11,10
GNA12,22
GNA13,56
GNA14,12
GNAI1,36
GNAI2,26
GNAI3,63
GNAL,36
GNAO1,51
GNAQ,89
GNAS,28
GNAT1,32
GNAZ,11
GNB1,32
GNB2,13
GNB3,8
GNB4,67
GNB5,19
GNE,21
GNG10,25
GNG11,5
GNG12,46
GNG13,29
GNG2,58
GNG3,3
GNG4,17
GNG5,25
GNG7,12
GNGT1,7
GNGT2,9
GNL1,7
GNL3,4
GNL3L,29
GNPAT,9
GNPDA1,19
GNPDA2,43
GNPNAT1,29
GNPTAB,27
GNPTG,7
GNRH1,1
GNRHR,32
GNS,37
GOLGA1,64
GOLGA2,13
GOLGA3,24
GOLGA4,29
GOLGA5,13
GOLGA6A,15
GOLGA6B,15
GOLGA6C,25
GOLGA6D,12
GOLGA6L1,10
GOLGA6L10,15
GOLGA6L2,13
GOLGA6L4,25
GOLGA6L6,12
GOLGA6L9,18
GOLGA7,46
GOLGA7B,5
GOLGA8A,24
GOLGA8B,13
GOLGA8H,19
GOLGA8J,21
GOLGA8M,22
GOLGA8N,20
GOLGA8Q,19
GOLGA8R,19
GOLGA8T,21
GOLGB1,7
GOLIM4,46
GOLM1,18
GOLM2,32
GOLPH3,52
GOLPH3L,25
GOLT1A,7
GOLT1B,35
GON4L,10
GON7,7
GOPC,66
GORAB,39
GORASP1,11
GORASP2,20
GOSR1,34
GOSR2,35
GOT1,5
GOT2,18
GP1BA,11
GP1BB,2
GP2,2
GP5,8
GP6,10
GPA33,5
GPALPP1,45
GPAM,51
GPANK1,10
GPAT2,4
GPAT3,10
GPAT4,9
GPATCH1,12
GPATCH11,38
GPATCH2,79
GPATCH2L,161
GPATCH3,1
GPATCH4,3
GPATCH8,54
GPBAR1,1
GPBP1,49
GPBP1L1,46
GPC1,6
GPC2,6
GPC3,13
GPC4,38
GPC5,17
GPC6,146
GPCPD1,67
GPD1,27
GPD1L,26
GPD2,74
GPER1,2
GPHN,41
GPI,22
GPIHBP1,2
GPLD1,19
GPM6A,103
GPM6B,64
GPN1,20
GPN2,5
GPN3,15
GPNMB,9
GPR107,24
GPR108,1
GPR12,24
GPR132,5
GPR135,7
GPR137,11
GPR137B,35
GPR137C,64
GPR139,4
GPR143,2
GPR146,7
GPR148,1
GPR15,14
GPR153,8
GPR155,42
GPR156,15
GPR158,92
GPR160,6
GPR161,34
GPR162,5
GPR17,6
GPR171,17
GPR173,19
GPR174,2
GPR176,24
GPR179,4
GPR18,5
GPR180,67
GPR182,5
GPR183,10
GPR19,12
GPR20,1
GPR22,35
GPR26,33
GPR3,22
GPR34,25
GPR35,2
GPR37,37
GPR37L1,6
GPR39,4
GPR4,5
GPR45,3
GPR52,9
GPR55,11
GPR6,44
GPR61,7
GPR62,11
GPR63,70
GPR65,25
GPR68,6
GPR75,7
GPR78,2
GPR82,18
GPR83,19
GPR84,8
GPR85,68
GPR88,17
GPR89A,6
GPR89B,4
GPRASP1,12
GPRASP2,16
GPRC5A,17
GPRC5B,26
GPRC5C,2
GPRIN1,8
GPRIN2,3
GPRIN3,26
GPSM1,16
GPSM2,21
GPSM3,7
GPT2,27
GPX1,1
GPX2,4
GPX3,9
GPX4,2
GPX5,11
GPX6,5
GPX7,11
GPX8,11
GRAMD1A,11
GRAMD1B,76
GRAMD1C,18
GRAMD2A,10
GRAMD2B,25
GRAMD4,8
GRAP,1
GRAP2,16
GRAPL,1
GRB10,43
GRB14,15
GRB2,35
GRB7,1
GREB1,26
GREM1,26
GREM2,24
GRHL1,33
GRHL2,18
GRHL3,24
GRHPR,1
GRIA1,25
GRIA2,83
GRIA3,90
GRIA4,76
GRID1,34
GRID2,84
GRID2IP,2
GRIK1,26
GRIK2,72
GRIK3,55
GRIK4,18
GRIK5,13
GRIN1,6
GRIN2A,52
GRIN2B,9
GRIN2C,1
GRIN2D,10
GRIN3A,35
GRIN3B,2
GRINA,1
GRIP1,73
GRIP2,19
GRIPAP1,10
GRK1,1
GRK2,16
GRK3,32
GRK5,26
GRK6,18
GRM1,33
GRM2,5
GRM3,42
GRM4,17
GRM5,119
GRM6,28
GRM7,60
GRM8,18
GRN,4
GRP,11
GRPEL1,10
GRPEL2,28
GRPR,7
GRSF1,29
GRTP1,2
GRWD1,3
GRXCR1,1
GSAP,8
GSC,3
GSDMA,15
GSDMB,1
GSDMC,6
GSDMD,1
GSDME,11
GSE1,61
GSG1,15
GSG1L,38
GSK3A,19
GSK3B,87
GSKIP,50
GSN,8
GSPT1,86
GSPT2,23
GSR,9
GSS,7
GSTA1,5
GSTA2,8
GSTA3,1
GSTA4,12
GSTA5,2
GSTCD,39
GSTK1,3
GSTM1,2
GSTM2,10
GSTM3,9
GSTM4,12
GSTM5,7
GSTO2,4
GSTT2B,9
GSTZ1,5
GTDC1,49
GTF2A1,118
GTF2A1L,3
GTF2A2,12
GTF2B,13
GTF2E1,17
GTF2E2,2
GTF2F1,2
GTF2F2,7
GTF2H1,52
GTF2H2,8
GTF2H3,17
GTF2H5,23
GTF2I,48
GTF2IRD1,2
GTF2IRD2,14
GTF2IRD2B,14
GTF3A,2
GTF3C1,2
GTF3C2,11
GTF3C3,55
GTF3C4,43
GTF3C5,1
GTPBP1,22
GTPBP10,34
GTPBP2,29
GTPBP3,13
GTPBP4,8
GTPBP8,8
GTSE1,6
GTSF1,6
GUCA1B,11
GUCA1C,13
GUCA2A,5
GUCA2B,2
GUCD1,19
GUCY1A1,55
GUCY1A2,176
GUCY1B1,40
GUCY2C,9
GUCY2D,1
GUF1,23
GUK1,1
GULP1,42
GUSB,1
GVQW3,11
GXYLT1,139
GXYLT2,7
GYG1,11
GYG2,12
GYPA,21
GYPB,4
GYPC,6
GYPE,16
GYS1,11
GYS2,10
GZF1,19
GZMB,1
GZMK,4
H1-0,9
H1-10,4
H1-7,1
H1-8,5
H2AB1,4
H2AB2,2
H2AB3,2
H2AC8,1
H2AJ,18
H2AX,13
H2AZ1,26
H2AZ2,15
H2BC12,4
H2BC18,5
H2BC21,12
H2BC5,5
H2BW1,2
H2BW2,2
H3-3A,5
H3-3B,19
H3-5,10
H6PD,27
HAAO,4
HABP2,7
HABP4,18
HACD1,15
HACD2,17
HACD3,40
HACD4,21
HACE1,52
HACL1,3
HADH,10
HADHA,7
HADHB,22
HAGH,5
HAL,14
HAMP,1
HAND1,27
HAND2,22
HAO1,19
HAO2,3
HAP1,7
HAPLN1,85
HAPLN3,5
HAPLN4,14
HARBI1,3
HARS1,3
HARS2,6
HAS1,3
HAS2,58
HAS3,23
HASPIN,8
HAT1,19
HAUS1,2
HAUS2,30
HAUS4,6
HAUS5,9
HAUS6,21
HAUS8,17
HAVCR1,5
HAVCR2,9
HAX1,6
HBB,4
HBD,3
HBEGF,40
HBP1,40
HBS1L,36
HCAR1,7
HCAR2,10
HCAR3,8
HCCS,19
HCFC1,24
HCFC1R1,9
HCFC2,51
HCK,4
HCLS1,5
HCN1,58
HCN2,14
HCN3,14
HCN4,19
HCRTR1,2
HDAC1,21
HDAC11,4
HDAC2,45
HDAC3,7
HDAC4,43
HDAC5,9
HDAC6,11
HDAC7,26
HDAC8,25
HDAC9,120
HDC,3
HDDC2,10
HDDC3,12
HDGF,15
HDGFL2,10
HDGFL3,46
HDHD2,31
HDHD5,6
HDLBP,32
HDX,61
HEATR1,15
HEATR3,4
HEATR4,3
HEATR5A,23
HEATR5B,18
HEATR6,4
HEATR9,1
HEBP1,4
HEBP2,7
HECA,66
HECTD1,57
HECTD2,132
HECTD3,23
HECTD4,35
HECW1,30
HECW2,74
HEG1,53
HELB,5
HELLS,7
HELQ,18
HELZ,40
HELZ2,8
HEMGN,12
HEMK1,8
HENMT1,4
HEPACAM,13
HEPACAM2,12
HEPH,6
HEPHL1,25
HEPN1,5
HERC1,28
HERC2,23
HERC3,47
HERC4,30
HERC5,5
HERC6,9
HERPUD1,18
HERPUD2,41
HES1,16
HES2,4
HES5,7
HES6,1
HES7,4
HESX1,10
HEXA,5
HEXB,1
HEXIM1,35
HEY1,17
HEY2,39
HEYL,38
HFE,10
HFM1,13
HGD,3
HGF,48
HGH1,5
HGS,1
HGSNAT,12
HHAT,6
HHEX,14
HHIP,29
HHIPL1,1
HHIPL2,6
HHLA1,6
HHLA2,8
HHLA3,1
HIBADH,16
HIBCH,7
HIC1,22
HIC2,83
HID1,9
HIF1A,72
HIF1AN,58
HIF3A,40
HIGD1A,32
HIGD2A,4
HIKESHI,4
HILPDA,8
HINFP,16
HINT1,6
HINT3,11
HIP1,63
HIP1R,9
HIPK1,130
HIPK2,79
HIPK3,142
HIPK4,6
HIRA,19
HIRIP3,8
HIVEP1,50
HIVEP2,68
HIVEP3,51
HJURP,5
HJV,8
HK1,15
HK2,14
HKDC1,7
HLA-A,7
HLA-B,5
HLA-C,4
HLA-DMA,4
HLA-DMB,3
HLA-DOA,6
HLA-DOB,9
HLA-DPA1,6
HLA-DPB1,14
HLA-DQA1,17
HLA-DQA2,5
HLA-DQB1,3
HLA-DQB2,3
HLA-DRA,9
HLA-DRB1,3
HLA-DRB5,2
HLA-E,8
HLA-F,3
HLA-G,6
HLCS,26
HLF,51
HLTF,52
HLX,2
HM13,9
HMBOX1,81
HMBS,10
HMCES,4
HMCN1,32
HMCN2,2
HMG20A,37
HMG20B,1
HMGA1,31
HMGA2,78
HMGB1,30
HMGB2,22
HMGB3,30
HMGCL,2
HMGCLL1,21
HMGCR,36
HMGCS1,35
HMGCS2,5
HMGN1,21
HMGN2,15
HMGN3,33
HMGN4,20
HMGN5,12
HMGXB3,17
HMGXB4,53
HMMR,14
HMOX1,7
HMOX2,10
HMX1,1
HMX2,8
HNF1A,9
HNF1B,36
HNF4A,23
HNF4G,29
HNMT,38
HNRNPA0,23
HNRNPA1,15
HNRNPA1L2,9
HNRNPA2B1,37
HNRNPA3,14
HNRNPAB,7
HNRNPC,25
HNRNPD,32
HNRNPDL,36
HNRNPF,24
HNRNPH1,23
HNRNPH2,9
HNRNPH3,27
HNRNPK,40
HNRNPL,15
HNRNPLL,26
HNRNPM,9
HNRNPR,97
HNRNPU,62
HNRNPUL1,14
HNRNPUL2,25
HOATZ,3
HOGA1,12
HOMER1,102
HOMER2,11
HOMER3,3
HOMEZ,17
HOOK1,51
HOOK2,2
HOOK3,191
HOPX,17
HORMAD1,18
HORMAD2,5
HOXA1,55
HOXA10,39
HOXA11,15
HOXA13,19
HOXA2,8
HOXA3,32
HOXA4,13
HOXA5,52
HOXA7,17
HOXA9,60
HOXB1,1
HOXB13,8
HOXB2,22
HOXB3,9
HOXB4,5
HOXB5,16
HOXB6,9
HOXB7,21
HOXB8,12
HOXB9,12
HOXC10,26
HOXC11,1
HOXC13,9
HOXC4,33
HOXC5,12
HOXC6,25
HOXC8,48
HOXC9,8
HOXD1,33
HOXD10,24
HOXD11,3
HOXD13,42
HOXD3,14
HOXD4,1
HOXD8,17
HOXD9,5
HP1BP3,56
HPCA,9
HPCAL1,3
HPCAL4,28
HPD,3
HPDL,5
HPF1,3
HPGD,21
HPGDS,1
HPN,5
HPRT1,21
HPS1,9
HPS3,17
HPS4,5
HPS5,22
HPS6,3
HPSE,16
HPSE2,14
HPX,2
HR,11
HRAS,4
HRCT1,1
HRG,4
HRH1,20
HRH2,11
HRH3,7
HRH4,34
HRK,8
HRNR,10
HROB,4
HS1BP3,10
HS2ST1,51
HS3ST1,22
HS3ST2,15
HS3ST3A1,36
HS3ST3B1,39
HS3ST4,15
HS3ST5,57
HS3ST6,1
HS6ST1,9
HS6ST2,42
HS6ST3,32
HSBP1,16
HSBP1L1,2
HSCB,10
HSD11B1,19
HSD11B1L,2
HSD11B2,9
HSD17B10,3
HSD17B11,13
HSD17B12,22
HSD17B13,20
HSD17B3,2
HSD17B4,9
HSD17B6,6
HSD17B7,4
HSD17B8,9
HSD3B1,1
HSD3B2,8
HSD3B7,2
HSDL1,16
HSDL2,20
HSF1,2
HSF2,22
HSF2BP,12
HSF4,1
HSF5,34
HSFX3,3
HSFY1,5
HSFY2,5
HSH2D,2
HSP90AA1,14
HSP90AB1,4
HSP90B1,19
HSPA12A,33
HSPA12B,3
HSPA13,30
HSPA14,27
HSPA1A,6
HSPA1B,10
HSPA1L,3
HSPA2,11
HSPA4,11
HSPA4L,41
HSPA5,26
HSPA6,1
HSPA8,33
HSPA9,27
HSPB1,2
HSPB2,3
HSPB3,2
HSPB6,20
HSPB7,18
HSPB8,12
HSPBAP1,2
HSPBP1,3
HSPD1,24
HSPE1,7
HSPE1-MOB4,27
HSPG2,13
HSPH1,42
HTATIP2,19
HTATSF1,12
HTN1,6
HTN3,3
HTR1A,6
HTR1B,20
HTR1D,13
HTR1E,4
HTR1F,20
HTR2A,47
HTR2B,6
HTR2C,96
HTR3A,5
HTR3B,2
HTR3C,8
HTR3D,8
HTR3E,11
HTR4,33
HTR5A,26
HTR6,9
HTR7,22
HTRA1,5
HTRA3,8
HTRA4,8
HTT,16
HUNK,16
HUS1,22
HUS1B,3
HUWE1,12
HVCN1,9
HYAL1,1
HYAL2,6
HYAL3,5
HYAL4,16
HYDIN,28
HYI,6
HYKK,21
HYLS1,8
HYOU1,23
HYPK,10
IAH1,12
IAPP,14
IARS1,26
IARS2,6
IBA57,18
IBSP,13
IBTK,28
ICA1,6
ICA1L,32
ICAM1,3
ICAM4,4
ICAM5,14
ICE1,22
ICE2,38
ICMT,23
ICOS,23
ICOSLG,9
ID1,21
ID2,16
ID3,4
ID4,45
IDE,40
IDH1,29
IDH2,9
IDH3A,15
IDH3B,4
IDH3G,2
IDI1,20
IDI2,16
IDNK,5
IDO1,6
IDO2,6
IDS,50
IDUA,3
IER2,6
IER3,3
IER3IP1,16
IER5,24
IER5L,5
IFFO1,12
IFFO2,53
IFI16,4
IFI27,3
IFI27L1,3
IFI30,9
IFI35,5
IFI44,6
IFI44L,23
IFI6,11
IFIH1,1
IFIT1,13
IFIT1B,10
IFIT2,17
IFIT3,2
IFIT5,19
IFITM1,1
IFITM10,8
IFITM2,2
IFITM3,2
IFITM5,1
IFNA1,5
IFNA10,4
IFNA14,3
IFNA16,5
IFNA17,8
IFNA2,9
IFNA21,5
IFNA4,3
IFNA7,2
IFNA8,4
IFNAR1,15
IFNAR2,16
IFNB1,2
IFNE,4
IFNG,16
IFNGR1,3
IFNGR2,6
IFNK,5
IFNL1,3
IFNLR1,12
IFNW1,9
IFRD1,10
IFRD2,7
IFT122,9
IFT140,8
IFT20,5
IFT22,5
IFT27,1
IFT43,4
IFT46,1
IFT52,13
IFT57,18
IFT74,13
IFT80,20
IFT81,22
IFT88,5
IFTAP,2
IGBP1,5
IGDCC3,35
IGDCC4,50
IGF1,108
IGF1R,80
IGF2,49
IGF2BP1,59
IGF2BP2,57
IGF2BP3,97
IGF2R,55
IGFBP1,15
IGFBP2,2
IGFBP3,28
IGFBP4,7
IGFBP5,60
IGFBP7,13
IGFBPL1,12
IGFL1,5
IGFL2,2
IGFL3,2
IGFL4,2
IGFN1,2
IGHMBP2,3
IGIP,11
IGLL1,3
IGLL5,8
IGLON5,29
IGSF1,11
IGSF10,37
IGSF11,33
IGSF21,6
IGSF22,2
IGSF23,3
IGSF3,51
IGSF5,15
IGSF6,3
IGSF8,14
IGSF9,2
IGSF9B,5
IHH,15
IHO1,6
IKBIP,37
IKBKB,18
IKBKE,11
IKBKG,1
IKZF1,44
IKZF2,189
IKZF3,57
IKZF4,31
IKZF5,58
IL10,12
IL10RA,11
IL10RB,5
IL11,9
IL11RA,1
IL12A,10
IL12B,16
IL12RB1,6
IL12RB2,3
IL13,16
IL13RA1,11
IL15,24
IL15RA,2
IL16,8
IL17A,20
IL17B,3
IL17C,2
IL17D,8
IL17F,5
IL17RA,11
IL17RB,10
IL17RD,51
IL17RE,5
IL17REL,4
IL18BP,17
IL18R1,16
IL18RAP,2
IL19,7
IL1A,24
IL1B,11
IL1F10,2
IL1R1,25
IL1RAP,88
IL1RAPL2,7
IL1RL1,5
IL1RL2,3
IL1RN,10
IL2,17
IL20,10
IL20RA,21
IL20RB,4
IL21,7
IL21R,4
IL22,13
IL22RA1,3
IL22RA2,21
IL23A,8
IL23R,10
IL24,14
IL25,6
IL26,9
IL27,3
IL27RA,3
IL2RA,13
IL2RB,9
IL2RG,17
IL3,3
IL31,6
IL31RA,17
IL32,1
IL33,17
IL34,3
IL36B,14
IL36G,12
IL36RN,6
IL4R,3
IL5,6
IL5RA,26
IL6,15
IL6R,47
IL6ST,63
IL7,16
IL7R,16
IL9,2
IL9R,5
ILDR1,5
ILDR2,68
ILF2,14
ILF3,17
ILK,2
ILKAP,2
ILRUN,44
ILVBL,2
IMMP1L,1
IMMP2L,16
IMMT,12
IMP3,3
IMP4,5
IMPA1,26
IMPA2,9
IMPACT,38
IMPDH1,23
IMPG1,10
IMPG2,33
INA,35
INAFM2,18
INAVA,13
INCENP,3
INF2,3
ING1,15
ING2,39
ING3,59
ING4,15
ING5,22
INHA,2
INHBA,11
INHBB,41
INHBC,18
INHBE,4
INIP,9
INKA2,25
INMT,12
INO80,35
INO80C,12
INO80D,278
INO80E,3
INPP1,7
INPP4A,38
INPP4B,8
INPP5A,37
INPP5B,16
INPP5D,4
INPP5E,7
INPP5F,20
INPP5J,10
INPP5K,8
INPPL1,5
INS-IGF2,3
INSC,9
INSIG1,47
INSIG2,22
INSL3,1
INSL5,4
INSM1,27
INSM2,23
INSR,48
INSYN1,13
INSYN2A,42
INSYN2B,12
INTS10,5
INTS12,4
INTS13,8
INTS14,9
INTS15,9
INTS2,25
INTS3,6
INTS4,1
INTS5,10
INTS6,78
INTS6L,16
INTS7,13
INTS8,18
INTS9,7
INTU,13
INVS,16
IP6K1,12
IP6K2,25
IP6K3,21
IPCEF1,28
IPMK,89
IPO11,22
IPO13,6
IPO4,4
IPO5,37
IPO7,78
IPO8,48
IPO9,26
IPP,10
IPPK,26
IQCA1,5
IQCB1,21
IQCC,1
IQCD,1
IQCE,9
IQCG,7
IQCH,26
IQCJ,20
IQCJ-SCHIP1,43
IQCK,29
IQGAP1,16
IQGAP2,45
IQGAP3,16
IQSEC1,18
IQSEC2,78
IQSEC3,60
IQUB,7
IRAG1,14
IRAG2,10
IRAK1,7
IRAK1BP1,32
IRAK2,16
IRAK3,20
IRAK4,12
IREB2,52
IRF1,26
IRF2,53
IRF2BP1,12
IRF2BP2,61
IRF2BPL,32
IRF4,26
IRF5,11
IRF6,33
IRF8,10
IRF9,17
IRGQ,53
IRS1,68
IRS2,43
IRX1,6
IRX2,44
IRX3,18
IRX4,9
IRX5,14
IRX6,5
ISCA1,15
ISCA2,6
ISCU,18
ISG20,9
ISG20L2,9
ISL1,38
ISL2,8
ISLR,22
ISLR2,4
ISM1,19
ISM2,28
ISOC1,9
ISOC2,1
IST1,15
ISX,8
ISY1,8
ISY1-RAB43,10
ISYNA1,3
ITCH,69
ITFG1,16
ITFG2,5
ITGA1,23
ITGA10,16
ITGA11,8
ITGA2,30
ITGA3,27
ITGA4,56
ITGA5,45
ITGA6,58
ITGA7,13
ITGA8,47
ITGA9,32
ITGAD,6
ITGAE,8
ITGAL,9
ITGAM,7
ITGAV,74
ITGAX,10
ITGB1,42
ITGB1BP1,28
ITGB1BP2,3
ITGB2,5
ITGB3,24
ITGB3BP,7
ITGB4,9
ITGB5,6
ITGB6,32
ITGB7,3
ITGB8,128
ITGBL1,42
ITIH2,4
ITIH4,3
ITIH5,15
ITIH6,9
ITK,11
ITLN1,8
ITM2A,17
ITM2B,40
ITM2C,28
ITPA,7
ITPK1,29
ITPKB,21
ITPKC,9
ITPR1,60
ITPR2,39
ITPR3,19
ITPRID1,16
ITPRID2,57
ITPRIP,24
ITPRIPL2,70
ITSN1,28
ITSN2,22
IVD,15
IVL,6
IVNS1ABP,39
IWS1,7
IYD,17
IZUMO4,1
JADE1,109
JADE2,72
JADE3,52
JAG1,62
JAG2,32
JAGN1,13
JAK1,24
JAK2,37
JAK3,7
JAKMIP1,15
JAKMIP2,47
JAKMIP3,28
JAM2,19
JAM3,17
JARID2,109
JAZF1,92
JCAD,42
JCHAIN,13
JDP2,14
JHY,4
JKAMP,14
JMJD1C,45
JMJD4,3
JMJD6,8
JMJD7,1
JMJD7-PLA2G4B,3
JMJD8,17
JMY,77
JOSD1,45
JOSD2,3
JPH1,60
JPH2,8
JPH3,44
JPH4,48
JPT1,29
JPT2,16
JRK,21
JRKL,28
JTB,13
JUN,15
JUNB,12
JUND,11
JUP,5
KAAG1,8
KALRN,87
KANK1,28
KANK2,26
KANK4,18
KANSL1,37
KANSL1L,51
KANSL2,8
KANSL3,9
KARS1,2
KASH5,5
KAT14,5
KAT2A,5
KAT2B,82
KAT5,2
KAT6A,113
KAT6B,34
KAT7,44
KAT8,2
KATNA1,14
KATNAL1,40
KATNAL2,11
KATNB1,2
KATNBL1,77
KATNIP,13
KAZALD1,8
KAZN,29
KBTBD11,15
KBTBD12,6
KBTBD13,5
KBTBD2,56
KBTBD3,18
KBTBD4,11
KBTBD6,20
KBTBD7,8
KBTBD8,76
KCMF1,46
KCNA1,64
KCNA2,12
KCNA3,10
KCNA4,68
KCNA5,13
KCNA6,35
KCNA7,6
KCNAB1,40
KCNAB2,20
KCNAB3,8
KCNB1,124
KCNB2,12
KCNC1,28
KCNC2,61
KCNC3,10
KCNC4,33
KCND1,37
KCND2,71
KCND3,14
KCNE1,18
KCNE2,1
KCNE3,8
KCNE4,32
KCNE5,7
KCNF1,8
KCNG1,3
KCNG3,28
KCNG4,14
KCNH1,26
KCNH2,7
KCNH3,5
KCNH4,11
KCNH5,43
KCNH6,4
KCNH7,39
KCNH8,26
KCNIP1,47
KCNIP2,23
KCNIP3,35
KCNIP4,20
KCNJ1,8
KCNJ10,44
KCNJ11,11
KCNJ12,10
KCNJ13,39
